type,bool > 0.5,max index,diff max and 1,slope to min,max val,slope to max,min index,diff 1,diff 2,diff 3,diff 4,diff 5,entry #
Type A,1,5,0.00634099999999993,-0.0092863137254901949,0.96131699999999998,0.001268199999999986,107,-0.75992800000000005,-0.18093500000000001,0.075671000000000002,,,86
Type A,1,0,0.0,-0.011338136986301371,0.89416300000000004,0,73,-0.82348399999999999,0.10863299999999999,,,,87
Type A,1,6,0.00011200000000000099,-0.0096943084112149532,0.99790699999999999,1.8666666666666831e-05,113,-0.90025599999999995,-0.13692300000000002,,,,88
Type A,1,6,0.0022539999999999782,-0.0092065981308411208,0.98028099999999996,0.00037566666666666304,113,-0.85987799999999992,-0.122974,,,,89
Type A,1,0,0.0,-0.0078179758064516134,1.0068509999999999,0,124,-0.93859499999999996,-0.030834,,,,90
Type A,1,0,0.0,-0.0079599919354838705,0.98148899999999994,0,124,-0.9127829999999999,0.11178500000000001,-0.18604100000000001,,,91
Type A,1,0,0.0,-0.014212739130434781,1.0068509999999999,0,69,-0.98067899999999997,0.056270000000000001,,,,92
Type A,1,8,0.0039830000000000698,-0.0092588988764044956,0.91467900000000002,0.00049787500000000873,97,-0.8063499999999999,,,,,93
Type A,1,0,0.0,-0.0074545916666666654,1.0010509999999999,0,120,-0.73835299999999993,0.10175699999999999,-0.25795499999999999,,,94
Type A,1,3,0.000196000000000085,-0.016062354838709679,0.98839600000000005,6.5333333333361665e-05,65,-0.99566999999999994,0.13190199999999999,,,,95
Type A,1,9,0.0016459999999999253,-0.014912716417910447,0.99057799999999996,0.00018288888888888058,76,-0.997506,0.085787000000000002,,,,96
Type A,1,3,0.00070899999999995966,-0.012018465909090909,0.98646999999999996,0.00023633333333331988,91,-1.056916,0.10350599999999999,,,,97
Type A,1,11,0.0023659999999999792,-0.010875144736842104,0.98585100000000003,0.00021509090909090721,87,-0.81126399999999999,0.10843700000000001,,,,98
Type A,1,13,0.015535999999999994,-0.01138840506329114,0.926257,0.0011950769230769226,92,-0.85972099999999996,0.15068500000000001,,,,99
Type A,1,15,0.0087949999999999973,-0.0097708415841584149,0.97742399999999996,0.00058633333333333313,116,-0.97629999999999995,0.125476,-0.12723600000000002,,,100
Type A,1,13,0.0035349999999999548,-0.009608067307692307,0.98767199999999999,0.00027192307692307347,117,-0.99180800000000002,0.128442,-0.13233800000000001,,,101
Type A,1,2,0.00015999999999993797,-0.016467915254237287,0.98941199999999996,7.9999999999968985e-05,61,-0.97144700000000006,0.16585100000000003,-0.10394100000000002,,,102
Type A,1,2,0.00031500000000006523,-0.010185397435897437,0.95557000000000003,0.00015750000000003261,80,-0.78392799999999996,0.13007199999999997,,,,103
Type A,1,8,0.00068199999999996042,-0.011122366666666666,0.98454900000000001,8.5249999999995052e-05,98,-0.98787900000000006,,,,,104
Type A,1,5,0.0017639999999999878,-0.01083591304347826,0.98673999999999995,0.00035279999999999757,97,-0.99513999999999991,0.067008999999999999,,,,105
Type A,1,0,0.0,-0.013065092105263156,0.98567499999999997,0,76,-0.99294699999999991,0.14116999999999999,,,,106
Type A,1,14,0.0069219999999999837,-0.013665253731343283,0.98005399999999998,0.00049442857142857025,81,-0.90864999999999996,,,,,107
Type A,1,0,0.0,-0.013065092105263156,0.98567499999999997,0,76,-0.99294699999999991,0.14116999999999999,,,,108
Type A,1,1,0.00011499999999997623,-0.012989333333333334,0.98204400000000003,0.00011499999999997623,79,-1.0105380000000002,0.23657,,,,109
Type A,1,0,0.0,-0.013420173913043478,0.98341800000000001,0,69,-0.92599200000000004,0.19792099999999999,,,,110
Type A,1,0,0.0,-0.013734742857142858,0.98590500000000003,0,70,-0.96143200000000006,0.32327499999999998,,,,111
Type A,1,9,5.3999999999998494e-05,-0.014070225352112675,0.98670899999999995,5.9999999999998324e-06,80,-0.99861899999999992,0.331872,,,,112
Type A,1,0,0.0,-0.013375623188405798,0.98034399999999999,0,69,-0.92291800000000002,0.19792099999999999,,,,113
Type A,1,0,0.0,-0.010060526881720431,0.989456,0,93,-0.93562900000000004,0.24228499999999997,,,,114
Type A,1,0,0.0,-0.015033281250000001,0.98590500000000003,0,64,-0.96213000000000004,0.345584,,,,115
Type A,1,0,0.0,-0.013375623188405798,0.98034399999999999,0,69,-0.92291800000000002,0.19792099999999999,,,,116
Type A,1,3,0.00069500000000000117,-0.015903633333333334,0.97613499999999997,0.00023166666666666705,63,-0.95352300000000001,0.50498100000000001,,,,117
Type A,1,19,0.027901000000000065,-0.015789355932203392,0.92835900000000005,0.0014684736842105297,78,-0.903671,0.29675000000000001,,,,118
Type A,1,12,0.004569999999999963,-0.010762088888888889,0.97806599999999999,0.00038083333333333025,102,-0.94691000000000003,,,,,119
Type A,1,10,0.0050470000000000237,-0.017509075471698114,0.97145800000000004,0.00050470000000000235,63,-0.92293400000000003,0.15213700000000002,-0.119411,,,120
Type A,1,0,0.0,-0.009248424242424242,0.92030900000000004,0,99,-0.91559400000000002,,,,,121
Type A,1,5,0.00011300000000002974,-0.013539600000000001,0.98930600000000002,2.260000000000595e-05,75,-0.93320000000000003,0.062738000000000002,-0.056092000000000003,,,122
Type A,1,4,0.0024210000000000065,-0.012943157894736842,0.98329900000000003,0.00060525000000000162,80,-0.98125899999999999,0.257461,,,,123
Type A,1,0,0.0,-0.015303920634920636,0.98668500000000003,0,63,-0.96414700000000009,0.32094800000000001,-0.123364,,,124
Type A,1,7,0.0032880000000000686,-0.0084424786324786335,0.98992800000000003,0.00046971428571429552,124,-0.95017200000000002,0.055070999999999995,-0.089380999999999988,,,125
Type A,1,8,0.0018940000000000623,-0.01287071052631579,0.99399800000000005,0.00023675000000000779,84,-0.97628000000000004,0.088631000000000001,,,,126
Type A,1,0,0.0,-0.0099389892473118278,0.99314400000000003,0,93,-0.85852300000000004,-0.065802999999999987,0.15276600000000001,,,127
Type A,1,13,0.0053320000000000034,-0.01411342372881356,0.95518599999999998,0.00041015384615384644,72,-0.82735999999999998,0.13955400000000001,-0.068247000000000002,,,128
Type A,1,2,0.00010900000000002574,-0.012781701298701299,0.99922800000000001,5.4500000000012871e-05,79,-0.98408200000000001,0.10177700000000001,,,,129
Type A,1,17,0.0080220000000000846,-0.0094899906542056083,0.98637600000000003,0.00047188235294118145,124,-1.0074069999999999,,,,,130
Type A,1,22,0.056790000000000007,-0.012171854838709679,0.92508900000000005,0.0025813636363636368,84,0.056790000000000007,-0.75465500000000008,0.061681999999999987,,,131
Type A,1,25,0.042923000000000044,-0.010541914634146341,0.89332100000000003,0.0017169200000000018,107,-0.82151399999999997,,,,,132
Type A,1,0,0.0,-0.0092278157894736847,0.99987700000000002,0,114,-1.051971,,,,,133
Type A,1,21,0.0010270000000000001,-0.0121105,0.98392999999999997,4.8904761904761908e-05,95,-0.84134399999999998,-0.053805999999999993,,,,134
Type A,1,0,0.0,-0.0077734018691588786,0.88747200000000004,0,107,-0.73688500000000001,0.10768200000000003,-0.20255100000000004,0.078227000000000019,,135
Type A,1,0,0.0,-0.0069678227848101277,0.79403900000000005,0,79,-0.22664200000000001,-0.32311600000000007,0.52604400000000007,,,136
Type A,1,0,0.0,-0.019535181818181816,0.89717599999999997,0,44,-0.85954799999999998,0.50331599999999999,-0.45435199999999998,,,137
Type A,1,10,0.00088400000000010692,-0.013473062499999999,1.019066,8.8400000000010687e-05,90,-1.0769609999999998,0.46959300000000004,,,,138
Type A,1,17,0.010225999999999957,-0.010446279569892473,0.97654799999999997,0.00060152941176470334,110,-0.96127799999999997,0.079075000000000006,,,,139
Type A,1,14,0.0044009999999999883,-0.013869714285714286,0.98751900000000004,0.00031435714285714199,91,-1.059993,0.15174599999999999,,,,140
Type B,1,49,0.17379100000000003,-0.011481213333333334,0.90079200000000004,0.0035467551020408167,124,0.17379100000000003,-0.86109100000000005,,,,141
Type A,1,10,0.025201999999999947,-0.0073490957446808508,0.675346,0.0025201999999999946,104,-0.66561300000000001,0.11467999999999999,,,,142
Type A,1,2,0.00080899999999994865,-0.0084228495575221236,0.98880299999999999,0.00040449999999997432,115,-0.95097300000000007,,,,,143
Type A,1,1,9.8999999999960231e-05,-0.0063149186991869914,0.94170100000000001,9.8999999999960231e-05,124,-0.54336300000000004,0.40096399999999999,-0.63423699999999994,,,144
Type A,1,7,0.0008359999999999479,-0.0072364700854700851,1.000362,0.00011942857142856398,124,-0.68963300000000005,-0.15619799999999998,,,,145
Type A,1,24,0.023434999999999984,-0.016509362068965517,0.99985800000000002,0.00097645833333333265,82,-0.93410800000000005,0.20144600000000001,,,,146
Type A,1,3,0.0012210000000000276,-0.0079248099173553719,0.97296300000000002,0.00040700000000000919,124,-0.44750999999999996,-0.51017100000000004,,,,147
Type A,1,0,0.0,-0.015194710144927537,1.005924,0,69,-1.048435,0.26325700000000002,-0.064629999999999993,,,148
Type B,1,95,0.75281799999999999,0.0092184117647058812,0.85084899999999997,0.0079243999999999998,10,0.74465199999999998,-0.531331,,,,149
Type A,1,3,0.0035840000000000316,-0.012704935483870968,0.90663199999999999,0.0011946666666666772,65,-0.78412199999999999,0.13123300000000002,-0.06681200000000001,,,150
Type A,1,0,0.0,-0.011474012345679012,0.98111199999999998,0,81,-0.92939499999999997,,,,,151
Type A,1,0,0.0,-0.016205444444444442,0.96732099999999999,0,63,-1.0209429999999999,0.26032299999999997,-0.16156999999999999,,,152
Type A,1,0,0.0,-0.0077265725806451614,0.99617100000000003,0,124,-0.92791500000000005,-0.030179999999999998,,,,153
Type A,1,0,0.0,-0.0098777204301075273,0.94608099999999995,0,93,-0.918628,0.38506800000000002,,,,154
Type A,1,24,0.01437300000000008,-0.013414493333333333,0.99984700000000004,0.00059887500000000338,99,-0.99171399999999998,0.065686999999999995,,,,155
Type A,1,2,0.0016899999999999693,-0.0085614166666666668,0.62905299999999997,0.00084499999999998465,74,-0.61473200000000006,0.084633,,,,156
Type A,1,0,0.0,-0.0083969122807017547,0.989873,0,114,-0.80709799999999998,0.14505900000000002,-0.295209,,,157
Type A,1,30,0.042281000000000013,-0.011283037037037038,0.99175999999999997,0.0014093666666666672,111,-0.85375499999999993,0.081525999999999987,,,,158
Type A,1,0,0.0,-0.0086323333333333321,0.96248199999999995,0,87,-0.53350399999999998,-0.21750900000000004,0.38293100000000002,,,159
Type A,1,22,0.055424999999999947,-0.0069637653061224488,0.85750199999999999,0.0025193181818181794,120,0.055424999999999947,-0.65382099999999999,,,,160
Type A,1,5,0.0036220000000000141,-0.009740663043478261,0.96621199999999996,0.00072440000000000286,97,-0.865456,0.177757,,,,161
Type A,1,4,0.000212000000000101,-0.012413942528735634,1.014394,5.3000000000025249e-05,91,-1.0790709999999999,0.087367,,,,162
Type A,1,3,0.00056899999999993067,-0.010417060240963855,0.92095099999999996,0.00018966666666664356,86,-0.86404700000000001,0.19083800000000001,,,,163
Type A,1,0,0.0,-0.016610564516129033,0.97889400000000004,0,62,-1.029855,,,,,164
Type A,1,7,0.0028390000000000359,-0.0094796324786324791,1.0205200000000001,0.00040557142857143368,124,-0.050912000000000068,-1.055366,,,,165
Type A,1,12,0.0072560000000001512,-0.0093365643564356452,1.0104740000000001,0.00060466666666667923,113,-0.833534,-0.096558000000000005,,,,166
Type A,1,24,0.013732000000000077,-0.020737943396226418,1.0157080000000001,0.00057216666666666993,77,-1.0853790000000001,0.20771200000000001,,,,167
Type A,1,1,3.3000000000060759e-05,-0.009188415094339623,0.99609400000000003,3.3000000000060759e-05,107,-0.7145109999999999,0.15701699999999996,-0.41644500000000001,0.13125599999999998,,168
Type A,1,11,0.0030730000000001034,-0.010260235294117646,1.009714,0.00027936363636364578,113,-1.0066889999999999,,,,,169
Type A,1,4,0.0023640000000000327,-0.0071252666666666671,0.992178,0.00059100000000000819,124,-0.70120800000000005,0.13390100000000005,-0.14987600000000001,-0.13548500000000002,,170
Type A,1,0,0.0,-0.014357984375000001,0.90876900000000005,0,64,-0.91891100000000003,0.15414900000000001,,,,171
Type A,1,22,0.017284000000000077,-0.010479367346938774,0.97935300000000003,0.00078563636363636715,120,-0.95812799999999998,-0.051566000000000001,,,,172
Type A,1,6,0.0035370000000000124,-0.013068987341772153,0.993425,0.00058950000000000202,85,-1.028913,0.60676200000000002,,,,173
Type A,1,0,0.0,-0.014612780821917807,0.99537200000000003,0,73,-1.0667329999999999,0.19057499999999999,,,,174
Type A,1,0,0.0,-0.010150427083333333,1.004035,0,96,-0.974441,0.115773,,,,175
Type A,1,21,0.015971000000000068,-0.008418339805825242,0.97586300000000004,0.00076052380952381282,124,-0.83945199999999998,0.099726999999999996,-0.11139300000000001,,,176
Type A,1,2,0.00014599999999997948,-0.0092435858585858573,0.96692199999999995,7.299999999998974e-05,101,-0.83798299999999992,-0.076985999999999999,,,,177
Type A,1,0,0.0,-0.0062533626373626377,0.63427299999999998,0,91,-0.242531,-0.32652499999999995,0.16217899999999999,,,178
Type A,1,41,0.054738000000000064,-0.0064585542168674693,0.88074200000000002,0.0013350731707317089,124,0.054738000000000064,-0.35561399999999999,0.093142999999999976,-0.27358900000000003,,179
Type A,1,23,0.00067899999999987415,-0.0092996534653465336,1.0006189999999999,2.952173913042931e-05,124,-0.82612100000000011,-0.11246500000000001,,,,180
Type A,1,22,0.0038469999999999338,-0.010253823529411765,0.99864799999999998,0.00017486363636363335,107,-0.81667400000000001,-0.051054000000000016,,,,181
Type A,1,6,0.0053980000000001249,-0.019908840000000004,1.0007490000000001,0.00089966666666668749,56,-0.99004400000000004,0.135798,,,,182
Type A,1,0,0.0,-0.0070414516129032262,0.95350800000000002,0,124,-0.57723199999999997,-0.295908,,,,183
Type A,1,0,0.0,-0.018610555555555554,0.997174,0,45,-0.83747499999999997,0.71893999999999991,-0.51472999999999991,,,184
Type A,1,30,0.028128000000000042,-0.012291650793650794,0.744614,0.00093760000000000143,93,-0.74184899999999998,0.237895,,,,185
Type A,1,3,0.0039590000000000458,-0.007541957983193277,0.93591400000000002,0.0013196666666666819,122,-0.89353399999999994,,,,,186
Type A,1,0,0.0,-0.0079765645161290321,1.010686,0,124,-0.48395999999999995,-0.50513399999999997,,,,187
Type A,1,26,0.012736999999999998,-0.0091858877551020419,0.99702000000000002,0.00048988461538461534,124,-0.87174300000000005,0.20769400000000002,-0.22343100000000002,,,188
Type A,1,4,0.0009200000000000319,-0.0087987142857142847,1.002068,0.00023000000000000798,109,-0.84597499999999992,-0.042160000000000003,0.06803300000000001,,,189
Type A,1,1,2.6999999999999247e-05,-0.014378161764705882,0.96216000000000002,2.6999999999999247e-05,69,-0.97586600000000001,0.106421,,,,190
Type A,1,0,0.0,-0.0067079435483870971,0.99110699999999996,0,124,-0.57191299999999989,-0.231019,,,,191
Type A,1,13,0.0024200000000000887,-0.010920806818181819,1.0014890000000001,0.00018615384615385298,101,-0.94314999999999993,0.18007500000000001,,,,192
Type A,1,1,0.00047200000000002795,-0.0056851212121212117,0.53013399999999999,0.00047200000000002795,100,-0.49844099999999997,0.11008899999999999,-0.17400299999999999,0.057297000000000001,,193
Type A,1,0,0.0,-0.015918730769230768,0.92641099999999998,0,52,-0.82777400000000001,0.29395199999999999,-0.098615000000000008,,,194
Type A,1,0,0.0,-0.011871153846153847,0.98622200000000004,0,91,-1.0802750000000001,0.34634300000000001,,,,195
