type,bool > 0.5,max index,diff max and 1,slope to min,max val,slope to max,min index,diff one,diff two,diff three
Type A,1,5,0.00634099999999993,-0.0092863137254901949,0.96131699999999998,0.001268199999999986,107,0.00634099999999993,-0.76626899999999998,0.046656000000000003
Type A,1,0,0.0,-0.011338136986301371,0.89416300000000004,0,73,-0.82348399999999999,0.042772999999999992,-0.046973000000000001
Type A,1,6,0.00011200000000000099,-0.0096943084112149532,0.99790699999999999,1.8666666666666831e-05,113,0.00011200000000000099,-0.90036799999999995,0.022577
Type A,1,6,0.0022539999999999782,-0.0092065981308411208,0.98028099999999996,0.00037566666666666304,113,0.0022539999999999782,-0.00031599999999998296,3.7999999999982492e-05
Type A,1,0,0.0,-0.0078179758064516134,1.0068509999999999,0,124,-0.0018409999999999815,0.00026400000000004198,-0.93701800000000002
Type A,1,0,0.0,-0.0079599919354838705,0.98148899999999994,0,124,-0.014162999999999926,0.00026799999999993496,-0.89888799999999991
Type A,1,0,0.0,-0.014212739130434781,1.0068509999999999,0,69,-0.0018409999999999815,0.00026400000000004198,-0.97910200000000003
Type A,1,8,0.0039830000000000698,-0.0092588988764044956,0.91467900000000002,0.00049787500000000873,97,0.0033680000000000376,-0.00010199999999993548,0.00071699999999996766
Type A,1,0,0.0,-0.0074545916666666654,1.0010509999999999,0,120,-0.73835299999999993,0.10175699999999999,-0.25795499999999999
Type A,1,3,0.000196000000000085,-0.016062354838709679,0.98839600000000005,6.5333333333361665e-05,65,0.000196000000000085,-0.99586600000000003,0.011523
Type A,1,9,0.0016459999999999253,-0.014912716417910447,0.99057799999999996,0.00018288888888888058,76,0.0016459999999999253,-0.99915199999999993,0.085787000000000002
Type A,1,3,0.00070899999999995966,-0.012018465909090909,0.98646999999999996,0.00023633333333331988,91,0.00070899999999995966,-1.057625,0.10350599999999999
Type A,1,11,0.0023659999999999792,-0.010875144736842104,0.98585100000000003,0.00021509090909090721,87,0.0023659999999999792,-0.81363000000000008,0.0011539999999999884
Type A,1,13,0.015535999999999994,-0.01138840506329114,0.926257,0.0011950769230769226,92,0.015535999999999994,-0.87525699999999995,0.024181000000000001
Type A,1,15,0.0087949999999999973,-0.0097708415841584149,0.97742399999999996,0.00058633333333333313,116,0.0087949999999999973,-0.98509499999999994,0.125476
Type A,1,13,0.0035349999999999548,-0.009608067307692307,0.98767199999999999,0.00027192307692307347,117,0.0035349999999999548,-0.99534299999999998,0.128442
Type A,1,2,0.00015999999999993797,-0.016467915254237287,0.98941199999999996,7.9999999999968985e-05,61,0.00015999999999993797,-0.971607,0.16585100000000003
Type A,1,2,0.00031500000000006523,-0.010185397435897437,0.95557000000000003,0.00015750000000003261,80,0.00031500000000006523,-0.78424300000000002,0.01417199999999999
Type A,1,8,0.00068199999999996042,-0.011122366666666666,0.98454900000000001,8.5249999999995052e-05,98,0.00062299999999992917,5.900000000003125e-05,-0.98856100000000002
Type A,1,5,0.0017639999999999878,-0.01083591304347826,0.98673999999999995,0.00035279999999999757,97,0.0017639999999999878,-0.9969039999999999,0.067008999999999999
Type A,1,0,0.0,-0.013065092105263156,0.98567499999999997,0,76,-0.99294699999999991,0.14116999999999999,-0.032144999999999993
Type A,1,14,0.0069219999999999837,-0.013665253731343283,0.98005399999999998,0.00049442857142857025,81,0.0069219999999999837,-0.91557199999999994,0.006414000000000003
Type A,1,0,0.0,-0.013065092105263156,0.98567499999999997,0,76,-0.99294699999999991,0.14116999999999999,-0.032144999999999993
Type A,1,1,0.00011499999999997623,-0.012989333333333334,0.98204400000000003,0.00011499999999997623,79,0.00011499999999997623,-1.010653,0.00019699999999999926
Type A,1,0,0.0,-0.013420173913043478,0.98341800000000001,0,69,-0.92599200000000004,0.0044220000000000023,-0.0016470000000000026
Type A,1,0,0.0,-0.013734742857142858,0.98590500000000003,0,70,-0.96143200000000006,0.0025169999999999984,-0.0023700000000000006
Type A,1,9,5.3999999999998494e-05,-0.014070225352112675,0.98670899999999995,5.9999999999998324e-06,80,-0.0003029999999999422,0.0003569999999999407,-0.00016499999999997073
Type A,1,0,0.0,-0.013375623188405798,0.98034399999999999,0,69,-0.92291800000000002,0.0044220000000000023,-0.0016470000000000026
Type A,1,0,0.0,-0.010060526881720431,0.989456,0,93,-0.93562900000000004,0.24228499999999997
Type A,1,0,0.0,-0.015033281250000001,0.98590500000000003,0,64,-0.96213000000000004,0.0010819999999999996,-0.00096699999999999911
Type A,1,0,0.0,-0.013375623188405798,0.98034399999999999,0,69,-0.92291800000000002,0.0044220000000000023,-0.0016470000000000026
Type A,1,3,0.00069500000000000117,-0.015903633333333334,0.97613499999999997,0.00023166666666666705,63,0.00069500000000000117,-0.0011889999999999956,7.8000000000022496e-05
Type A,1,19,0.027901000000000065,-0.015789355932203392,0.92835900000000005,0.0014684736842105297,78,0.011646000000000045,-0.00066600000000005544,0.016921000000000075
Type A,1,12,0.004569999999999963,-0.010762088888888889,0.97806599999999999,0.00038083333333333025,102,0.004569999999999963,-0.95147999999999999,0.0015420000000000017
Type A,1,10,0.0050470000000000237,-0.017509075471698114,0.97145800000000004,0.00050470000000000235,63,0.0050470000000000237,-0.00047800000000008946,0.00021400000000004749
Type A,1,0,0.0,-0.009248424242424242,0.92030900000000004,0,99,-0.012871999999999995,8.099999999999774e-05,-0.90280300000000002
Type A,1,5,0.00011300000000002974,-0.013539600000000001,0.98930600000000002,2.260000000000595e-05,75,-0.00034800000000001496,0.00046100000000004471,-0.93331300000000006
Type A,1,4,0.0024210000000000065,-0.012943157894736842,0.98329900000000003,0.00060525000000000162,80,0.0024210000000000065,-0.00093900000000002315,0.00039000000000000146
Type A,1,0,0.0,-0.015303920634920636,0.98668500000000003,0,63,-0.96414700000000009,0.32094800000000001,-0.0034730000000000039
Type A,1,7,0.0032880000000000686,-0.0084424786324786335,0.98992800000000003,0.00046971428571429552,124,0.0032880000000000686,-0.95345999999999997,0.055070999999999995
Type A,1,8,0.0018940000000000623,-0.01287071052631579,0.99399800000000005,0.00023675000000000779,84,0.0018940000000000623,-0.9781740000000001,0.088631000000000001
Type A,1,0,0.0,-0.0099389892473118278,0.99314400000000003,0,93,-0.85852300000000004,0.0004260000000000097,-0.066228999999999996
Type A,1,13,0.0053320000000000034,-0.01411342372881356,0.95518599999999998,0.00041015384615384644,72,0.0053320000000000034,-0.83269199999999999,0.048817999999999986
Type A,1,2,0.00010900000000002574,-0.012781701298701299,0.99922800000000001,5.4500000000012871e-05,79,0.00010900000000002574,-0.0024060000000000192,0.00051599999999996093
Type A,1,17,0.0080220000000000846,-0.0094899906542056083,0.98637600000000003,0.00047188235294118145,124,0.0080220000000000846,-1.0154290000000001
Type A,1,22,0.056790000000000007,-0.012171854838709679,0.92508900000000005,0.0025813636363636368,84,0.056790000000000007,-0.75465500000000008,0.061681999999999987
Type A,1,25,0.042923000000000044,-0.010541914634146341,0.89332100000000003,0.0017169200000000018,107,-0.00067399999999995241,0.043596999999999997,-0.0035430000000000739
Type A,1,0,0.0,-0.0092278157894736847,0.99987700000000002,0,114,-0.0010680000000000689,0.00018900000000010575,-1.0510920000000001
Type A,1,21,0.0010270000000000001,-0.0121105,0.98392999999999997,4.8904761904761908e-05,95,0.00076300000000006918,-0.0030260000000000842,0.0032900000000000151
Type A,1,0,0.0,-0.0077734018691588786,0.88747200000000004,0,107,-0.73688500000000001,0.10768200000000003,-0.00080000000000002292
Type A,1,0,0.0,-0.0069678227848101277,0.79403900000000005,0,79,-0.022734000000000032,5.900000000003125e-05,-0.20396700000000001
Type A,1,0,0.0,-0.019535181818181816,0.89717599999999997,0,44,-0.85954799999999998,0.50331599999999999,-0.004149999999999987
Type A,1,10,0.00088400000000010692,-0.013473062499999999,1.019066,8.8400000000010687e-05,90,-0.00047799999999997844,0.0013620000000000854,-1.0778449999999999
Type A,1,17,0.010225999999999957,-0.010446279569892473,0.97654799999999997,0.00060152941176470334,110,0.010225999999999957,-0.97150399999999992,0.079075000000000006
Type A,1,14,0.0044009999999999883,-0.013869714285714286,0.98751900000000004,0.00031435714285714199,91,-0.00016599999999999948,0.0045669999999999877,-1.0643940000000001
Type A,1,49,0.17379100000000003,-0.011481213333333334,0.90079200000000004,0.0035467551020408167,124,-0.014778999999999987,0.18857000000000002,-0.86109100000000005
Type A,1,10,0.025201999999999947,-0.0073490957446808508,0.675346,0.0025201999999999946,104,0.012212999999999918,-0.0019599999999999618,0.01494899999999999
Type A,1,2,0.00080899999999994865,-0.0084228495575221236,0.98880299999999999,0.00040449999999997432,115,0.00080899999999994865,-0.95178200000000002,0.014422000000000004
Type A,1,1,9.8999999999960231e-05,-0.0063149186991869914,0.94170100000000001,9.8999999999960231e-05,124,9.8999999999960231e-05,-0.543462,0.40096399999999999
Type A,1,7,0.0008359999999999479,-0.0072364700854700851,1.000362,0.00011942857142856398,124,-0.00065599999999998992,0.0014919999999999378,-0.0032469999999999999
Type A,1,24,0.023434999999999984,-0.016509362068965517,0.99985800000000002,0.00097645833333333265,82,0.023434999999999984,-0.95754300000000003,0.00025400000000000422
Type A,1,3,0.0012210000000000276,-0.0079248099173553719,0.97296300000000002,0.00040700000000000919,124,0.0012210000000000276,-0.44873099999999999,9.9999999991773336e-07
Type A,1,0,0.0,-0.015194710144927537,1.005924,0,69,-0.015368000000000048,0.00017999999999995797,-1.033247
Type B,1,95,0.75281799999999999,0.0092184117647058812,0.85084899999999997,0.0079243999999999998,10,-0.030746999999999997,0.0084410000000000041,-0.00087800000000000378
Type A,1,3,0.0035840000000000316,-0.012704935483870968,0.90663199999999999,0.0011946666666666772,65,0.0035840000000000316,-0.0026180000000000092,0.0014340000000000463
Type A,1,0,0.0,-0.011474012345679012,0.98111199999999998,0,81,-0.02983199999999997,0.00025900000000000922,-0.89982200000000001
Type A,1,0,0.0,-0.016205444444444442,0.96732099999999999,0,63,-1.0209429999999999,0.012376000000000005,-0.0024440000000000017
Type A,1,0,0.0,-0.0077265725806451614,0.99617100000000003,0,124,-0.0023490000000000455,0.00030099999999999572,-0.925867
Type A,1,0,0.0,-0.0098777204301075273,0.94608099999999995,0,93,-0.918628,0.38506800000000002
Type A,1,24,0.01437300000000008,-0.013414493333333333,0.99984700000000004,0.00059887500000000338,99,0.01437300000000008,-1.006087,0.065686999999999995
Type A,1,2,0.0016899999999999693,-0.0085614166666666668,0.62905299999999997,0.00084499999999998465,74,0.0016899999999999693,-0.61642200000000003,0.0034859999999999995
Type A,1,0,0.0,-0.0083969122807017547,0.989873,0,114,-0.80709799999999998,0.14505900000000002,-0.295209
Type A,1,30,0.042281000000000013,-0.011283037037037038,0.99175999999999997,0.0014093666666666672,111,0.042281000000000013,-0.89603599999999994,0.028105999999999992
Type A,1,0,0.0,-0.0086323333333333321,0.96248199999999995,0,87,-0.53350399999999998,0.00062399999999995792,-0.21813299999999999
Type A,1,22,0.055424999999999947,-0.0069637653061224488,0.85750199999999999,0.0025193181818181794,120,-0.0020880000000000898,0.057513000000000036,-0.65382099999999999
Type A,1,5,0.0036220000000000141,-0.009740663043478261,0.96621199999999996,0.00072440000000000286,97,0.0036220000000000141,-0.86907800000000002,0.00029300000000000159
Type A,1,4,0.000212000000000101,-0.012413942528735634,1.014394,5.3000000000025249e-05,91,0.000212000000000101,-1.079283,0.0006550000000000028
Type A,1,3,0.00056899999999993067,-0.010417060240963855,0.92095099999999996,0.00018966666666664356,86,0.00056899999999993067,-0.024525000000000019,1.6000000000016001e-05
Type A,1,0,0.0,-0.016610564516129033,0.97889400000000004,0,62,-1.029855,0.031101999999999998,-0.019873999999999996
Type A,1,7,0.0028390000000000359,-0.0094796324786324791,1.0205200000000001,0.00040557142857143368,124,0.0028390000000000359,-0.053751000000000104,0.023518999999999957
Type A,1,12,0.0072560000000001512,-0.0093365643564356452,1.0104740000000001,0.00060466666666667923,113,0.0070350000000001245,-1.8999999999991246e-05,0.00024000000000001798
Type A,1,24,0.013732000000000077,-0.020737943396226418,1.0157080000000001,0.00057216666666666993,77,0.011179999999999968,-4.3000000000015248e-05,0.0017979999999999663
Type A,1,1,3.3000000000060759e-05,-0.009188415094339623,0.99609400000000003,3.3000000000060759e-05,107,3.3000000000060759e-05,-0.71454400000000007,0.15701699999999996
Type A,1,11,0.0030730000000001034,-0.010260235294117646,1.009714,0.00027936363636364578,113,0.0030730000000001034,-0.0045120000000000715,0.0019059999999999633
Type A,1,4,0.0023640000000000327,-0.0071252666666666671,0.992178,0.00059100000000000819,124,0.0023640000000000327,-0.70357200000000009,0.13390100000000005
Type A,1,0,0.0,-0.014357984375000001,0.90876900000000005,0,64,-0.0095040000000000679,0.00063199999999996592,-0.91003899999999993
Type A,1,22,0.017284000000000077,-0.010479367346938774,0.97935300000000003,0.00078563636363636715,120,0.017284000000000077,-0.97541200000000006,0.00037199999999999993
Type A,1,6,0.0035370000000000124,-0.013068987341772153,0.993425,0.00058950000000000202,85,0.0035370000000000124,-1.0324500000000001,0.60676200000000002
Type A,1,0,0.0,-0.014612780821917807,0.99537200000000003,0,73,-1.0667329999999999,0.19057499999999999
Type A,1,0,0.0,-0.010150427083333333,1.004035,0,96,-0.974441,0.115773
Type A,1,21,0.015971000000000068,-0.008418339805825242,0.97586300000000004,0.00076052380952381282,124,0.015971000000000068,-0.85542300000000004,0.099726999999999996
Type A,1,2,0.00014599999999997948,-0.0092435858585858573,0.96692199999999995,7.299999999998974e-05,101,0.00014599999999997948,-0.00096499999999999364,0.00066900000000003068
Type A,1,0,0.0,-0.0062533626373626377,0.63427299999999998,0,91,-0.242531,0.0033920000000000061,-0.013869999999999993
Type A,1,41,0.054738000000000064,-0.0064585542168674693,0.88074200000000002,0.0013350731707317089,124,0.054738000000000064,-0.35561399999999999,0.034787000000000012
Type A,1,23,0.00067899999999987415,-0.0092996534653465336,1.0006189999999999,2.952173913042931e-05,124,-3.3000000000060759e-05,0.00045700000000004071,-0.0013429999999999831
Type A,1,22,0.0038469999999999338,-0.010253823529411765,0.99864799999999998,0.00017486363636363335,107,0.00030799999999997496,-0.0001180000000000625,0.0036570000000000213
Type A,1,6,0.0053980000000001249,-0.019908840000000004,1.0007490000000001,0.00089966666666668749,56,0.0053980000000001249,-0.99544200000000016,0.032552999999999999
Type A,1,0,0.0,-0.0070414516129032262,0.95350800000000002,0,124,-0.57723199999999997,0.0086669999999999803,-0.30457499999999998
Type A,1,0,0.0,-0.018610555555555554,0.997174,0,45,-0.83747499999999997,0.71893999999999991,-0.51472999999999991
Type A,1,30,0.028128000000000042,-0.012291650793650794,0.744614,0.00093760000000000143,93,0.00045900000000009822,-0.0030360000000000387,0.00073199999999995491
Type A,1,3,0.0039590000000000458,-0.007541957983193277,0.93591400000000002,0.0013196666666666819,122,0.0039590000000000458,-0.89749299999999999,0.0018580000000000055
Type A,1,0,0.0,-0.0079765645161290321,1.010686,0,124,-0.48395999999999995,0.00014999999999998348,-0.50528400000000007
Type A,1,26,0.012736999999999998,-0.0091858877551020419,0.99702000000000002,0.00048988461538461534,124,0.0015589999999999771,-4.0000000000040004e-06,0.011182000000000025
Type A,1,4,0.0009200000000000319,-0.0087987142857142847,1.002068,0.00023000000000000798,109,0.0009200000000000319,-0.84689499999999995,0.037699999999999984
